"hazard","time"
0.000288551547164427,1.248459959
0.000288551547164427,1.379876797
0.000577894468633422,1.478439425
0.000577894468633422,2.069815195
0.000867732475455202,2.36550308
0.000867732475455202,2.759753593
0.00115853292431441,3.055441478
0.00145334001687911,3.252566735
0.00175195419233942,3.515400411
0.00205175507656474,3.613963039
0.00205175507656474,3.679671458
0.00205175507656474,4.205338809
0.00235526398734348,4.271047228
0.00265918283693923,4.468172485
0.00296398754982408,4.533880903
0.00326996542323702,4.862422998
0.00357662154172871,4.928131417
0.0038890469470009,5.388090349
0.0038890469470009,5.552361396
0.0042020741948711,5.585215606
0.00452387567946934,5.749486653
0.00484756263222062,5.782340862
0.00517217157482056,5.848049281
0.00549901862342033,5.880903491
0.00582716021965541,6.045174538
0.00615562987153527,6.406570842
0.00648654596566909,6.669404517
0.0068179767749195,6.899383984
0.00715007301654676,6.932238193
0.0074823890999016,6.965092402
0.0078160505621436,6.997946612
0.00815017447878475,7.09650924
0.00848501330530173,7.326488706
0.00882567278122095,7.490759754
0.00916753788045392,7.523613963
0.00951200779281398,7.753593429
0.00985804398421883,7.950718686
0.0102046632550059,8.344969199
0.0105527968258313,8.377823409
0.0109018942794622,8.542094456
0.0112520415749582,8.837782341
0.011604964394788,8.936344969
0.0119580103818781,9.002053388
0.0123151115501913,9.823408624
0.0130325326534361,10.25051335
0.0130325326534361,10.57905544
0.013393641618207,10.74332649
0.013393641618207,10.80903491
0.0137556687688892,10.97330595
0.0141219922686711,11.03901437
0.0144906872241402,11.17043121
0.0144906872241402,11.26899384
0.0148603366179725,11.66324435
0.0148603366179725,11.69609856
0.0148603366179725,11.8275154
0.0152351677686645,11.89322382
0.0156106659656595,12.02464066
0.0163745797311317,12.28747433
0.0163745797311317,12.45174538
0.0167731032679291,12.58316222
0.017172899986947,12.84599589
0.0183868888542022,12.91170431
0.0188009536577854,13.5687885
0.0192174088709335,13.66735113
0.019634565491333,14.9486653
0.0200528862557348,15.24435318
0.020471965861765,15.77002053
0.0208962618966813,15.93429158
0.0213226732781557,16.09856263
0.0217499180907478,16.42710472
0.022184121391265,16.52566735
0.0226201453759649,16.75564682
0.0230622916792222,16.78850103
0.0230622916792222,17.01848049
0.0235058289837831,17.21560575
0.0239525468933284,17.47843943
0.0244013993618,17.83983573
0.0248503380527464,18.75975359
0.0252996576798117,19.08829569
0.0257494371206949,19.51540041
0.0262009300731377,19.71252567
0.0266533210450471,19.77823409
0.0271084778726116,19.87679671
0.0271084778726116,19.90965092
0.0275660542480623,19.97535934
0.0275660542480623,20.27104723
0.0280306739393704,20.5338809
0.0284962505707767,20.73100616
0.0289628725757136,20.89527721
0.0294308452310619,21.28952772
0.0294308452310619,21.38809035
0.0299004135885559,21.42094456
0.0299004135885559,21.48665298
0.0303736646424433,21.61806982
0.0308498683433616,21.78234086
0.0313271825668351,21.9137577
0.0313271825668351,22.04517454
0.0313271825668351,22.11088296
0.0318071923967827,22.43942505
0.0322913509387499,22.53798768
0.0327772962755626,22.73511294
0.0332655902478671,22.89938398
0.0337548256206051,23.26078029
0.0337548256206051,24.0164271
0.0342496671800386,24.37782341
0.0342496671800386,24.60780287
0.0347493053023496,25.724846
0.0352508115008941,25.79055441
0.0352508115008941,26.15195072
0.0357532263473017,26.64476386
0.0367704967495894,26.80903491
0.0367704967495894,27.59753593
0.0372833447819065,28.05749487
0.0378002787657009,28.1889117
0.0383194733596636,28.48459959
0.0388395166673588,28.91170431
0.039366899046988,29.01026694
0.0398986700463309,29.30595483
0.0404308516438588,29.5687885
0.0409652244099671,29.73305955
0.0415031374730033,29.86447639
0.0420437385031926,29.9301848
0.0425901583811219,30.02874743
0.043137002394812,30.09445585
0.0436864560564628,30.16016427
0.0436864560564628,31.04722793
0.0436864560564628,31.08008214
0.0442401208970556,31.11293634
0.0447949262219491,31.67145791
0.0453517815615119,32.06570842
0.045910545611705,32.22997947
0.0464702473332014,32.26283368
0.0470325396522637,32.32854209
0.0470325396522637,32.3613963
0.0476049906031552,32.75564682
0.0476049906031552,33.01848049
0.0476049906031552,33.14989733
0.0476049906031552,33.21560575
0.0476049906031552,33.31416838
0.0476049906031552,33.34702259
0.04818248431445,33.3798768
0.04818248431445,33.47843943
0.04818248431445,33.60985626
0.04818248431445,33.80698152
0.0487721848161315,33.90554415
0.0493738768220937,34.00410678
0.0493738768220937,34.03696099
0.0493738768220937,34.1026694
0.0493738768220937,34.29979466
0.0493738768220937,34.33264887
0.0499798805117404,34.46406571
0.0499798805117404,34.69404517
0.0499798805117404,34.75975359
0.0499798805117404,34.7926078
0.0499798805117404,34.82546201
0.0499798805117404,34.85831622
0.0499798805117404,34.95687885
0.0499798805117404,35.08829569
0.0499798805117404,35.18685832
0.0506068321291044,35.25256674
0.0506068321291044,35.4825462
0.0512372872186544,35.51540041
0.0518741076702455,35.64681725
0.0518741076702455,35.71252567
0.0518741076702455,35.94250513
0.0525123295969337,36.10677618
0.0525123295969337,36.23819302
0.0531539119462494,36.30390144
0.0531539119462494,36.33675565
0.0531539119462494,36.43531828
0.0538044557989276,36.50102669
0.0538044557989276,36.56673511
0.0538044557989276,36.63244353
0.0538044557989276,36.69815195
0.0538044557989276,36.79671458
0.0538044557989276,36.92813142
0.0544804843605126,36.96098563
0.0551583651676161,37.05954825
0.0551583651676161,37.09240246
0.0551583651676161,37.25667351
0.0551583651676161,37.35523614
0.0551583651676161,37.38809035
0.0551583651676161,37.5523614
0.0551583651676161,37.71663244
0.0551583651676161,37.94661191
0.0558546372486389,38.275154
0.0565698611532606,38.34086242
0.0572940012911007,38.37371663
0.0572940012911007,38.50513347
0.0572940012911007,38.73511294
0.0572940012911007,38.86652977
0.0572940012911007,38.89938398
0.0572940012911007,38.93223819
0.0580312981895912,39.09650924
0.0580312981895912,39.2936345
0.0587733495520003,39.42505133
0.0587733495520003,39.55646817
0.0587733495520003,39.62217659
0.0595255139422117,39.6550308
0.0595255139422117,39.68788501
0.0595255139422117,39.88501027
0.0602998264333243,39.91786448
0.0610832193301358,40.04928131
0.0618685584335347,40.18069815
0.0618685584335347,40.27926078
0.0618685584335347,40.57494867
0.0618685584335347,40.73921971
0.0618685584335347,40.80492813
0.0618685584335347,40.93634497
0.0618685584335347,41.13347023
0.0626906624001536,41.26488706
0.0626906624001536,41.29774127
0.0626906624001536,41.36344969
0.0626906624001536,41.46201232
0.0626906624001536,41.59342916
0.0635547122867711,41.69199179
0.0635547122867711,41.75770021
0.0635547122867711,41.98767967
0.0635547122867711,42.0862423
0.0644258753812464,42.11909651
0.0644258753812464,42.15195072
0.0644258753812464,42.21765914
0.0644258753812464,42.31622177
0.0644258753812464,42.38193018
0.0644258753812464,42.4476386
0.0644258753812464,42.54620123
0.0644258753812464,42.67761807
0.0653127463055223,42.74332649
0.0653127463055223,42.84188912
0.0653127463055223,42.90759754
0.0653127463055223,43.07186858
0.0653127463055223,43.137577
0.0662188884357833,43.30184805
0.0662188884357833,43.4661191
0.0662188884357833,43.53182752
0.0662188884357833,43.59753593
0.0671649832049454,43.63039014
0.0671649832049454,43.92607803
0.0671649832049454,43.95893224
0.0671649832049454,44.15605749
0.0671649832049454,44.41889117
0.0671649832049454,44.45174538
0.0681396141629898,44.61601643
0.0681396141629898,44.64887064
0.0681396141629898,44.74743326
0.0681396141629898,44.84599589
0.0691553531491313,44.94455852
0.0701765760453521,44.97741273
0.0701765760453521,45.07597536
0.0701765760453521,45.14168378
0.0701765760453521,45.2073922
0.0701765760453521,45.24024641
0.0701765760453521,45.33880903
0.0701765760453521,45.37166324
0.0701765760453521,45.40451745
0.0701765760453521,45.5687885
0.0701765760453521,45.60164271
0.0712468575341385,45.66735113
0.0712468575341385,45.76591376
0.0712468575341385,45.86447639
0.0723505938883487,45.8973306
0.0723505938883487,46.02874743
0.0723505938883487,46.55441478
0.073492199753639,46.58726899
0.073492199753639,46.68583162
0.073492199753639,46.71868583
0.0746676877212627,46.85010267
0.0746676877212627,47.04722793
0.0746676877212627,47.11293634
0.0746676877212627,47.40862423
0.0746676877212627,47.60574949
0.0758809233599328,47.70431211
0.0758809233599328,47.73716632
0.0771000857983359,47.86858316
0.0771000857983359,48.03285421
0.0771000857983359,48.06570842
0.0783580772433321,48.09856263
0.0783580772433321,48.3613963
0.0783580772433321,48.52566735
0.0783580772433321,48.59137577
0.0783580772433321,48.75564682
0.0783580772433321,48.82135524
0.0783580772433321,48.98562628
0.0783580772433321,49.21560575
0.0783580772433321,49.24845996
0.0783580772433321,49.34702259
0.0783580772433321,49.44558522
0.0797518809155272,49.70841889
0.0797518809155272,49.7412731
0.0797518809155272,49.83983573
0.0797518809155272,50.36550308
0.0797518809155272,50.4312115
0.0797518809155272,50.59548255
0.0797518809155272,50.75975359
0.0797518809155272,50.82546201
0.0797518809155272,50.89117043
0.0797518809155272,50.98973306
0.0797518809155272,51.35112936
0.0797518809155272,51.44969199
0.0797518809155272,51.51540041
0.0797518809155272,51.77823409
0.0797518809155272,51.84394251
0.0797518809155272,51.97535934
0.0797518809155272,52.10677618
0.0797518809155272,52.27104723
0.0797518809155272,52.43531828
0.0797518809155272,52.50102669
0.0797518809155272,52.59958932
0.0797518809155272,52.69815195
0.0797518809155272,52.89527721
0.0797518809155272,52.92813142
0.0797518809155272,52.99383984
0.0797518809155272,53.02669405
0.0797518809155272,53.15811088
0.0815030182199194,53.2238193
0.0815030182199194,53.42094456
0.0815030182199194,53.58521561
0.0815030182199194,53.61806982
0.0815030182199194,53.71663244
0.0815030182199194,53.74948665
0.0815030182199194,53.81519507
0.0815030182199194,54.04517454
0.0815030182199194,54.07802875
0.0815030182199194,54.11088296
0.0815030182199194,54.275154
0.0815030182199194,54.30800821
0.0815030182199194,54.50513347
0.0815030182199194,54.53798768
0.0815030182199194,54.57084189
0.0815030182199194,54.63655031
0.0815030182199194,54.73511294
0.0815030182199194,55.06365503
0.0815030182199194,55.16221766
0.0815030182199194,55.26078029
0.0815030182199194,55.72073922
0.0815030182199194,55.75359343
0.0815030182199194,55.81930185
0.0815030182199194,55.95071869
0.0815030182199194,56.0164271
0.0815030182199194,56.11498973
0.0815030182199194,56.14784394
0.0815030182199194,56.3449692
0.0815030182199194,56.41067762
0.0815030182199194,56.47638604
0.0815030182199194,56.57494867
0.0815030182199194,56.7063655
0.0815030182199194,56.83778234
0.0815030182199194,57.06776181
0.0815030182199194,57.16632444
0.0815030182199194,57.26488706
0.0815030182199194,57.29774127
0.0815030182199194,57.3963039
0.0815030182199194,57.49486653
0.0815030182199194,57.59342916
0.0815030182199194,57.724846
0.0815030182199194,57.75770021
0.0815030182199194,57.82340862
0.0815030182199194,57.95482546
0.0815030182199194,57.98767967
0.0815030182199194,58.18480493
0.0815030182199194,58.21765914
0.0815030182199194,58.25051335
0.0815030182199194,58.28336756
0.0815030182199194,58.31622177
0.0815030182199194,58.41478439
0.0815030182199194,58.48049281
0.0815030182199194,58.67761807
0.0815030182199194,58.74332649
0.0815030182199194,58.7761807
0.0815030182199194,58.90759754
0.0815030182199194,58.94045175
0.0815030182199194,59.03901437
0.0815030182199194,59.10472279
0.0815030182199194,59.137577
0.0815030182199194,59.17043121
0.0815030182199194,59.20328542
0.0815030182199194,59.36755647
0.0815030182199194,59.40041068
0.0815030182199194,59.56468172
0.0815030182199194,59.8275154
0.0815030182199194,60.02464066
0.0815030182199194,60.05749487
0.0815030182199194,60.09034908
0.0815030182199194,60.12320329
0.0815030182199194,60.25462012
0.0815030182199194,60.28747433
0.0815030182199194,60.32032854
0.0815030182199194,60.35318275
0.0815030182199194,60.55030801
0.0815030182199194,60.58316222
0.0815030182199194,60.61601643
0.0815030182199194,60.74743326
0.0815030182199194,60.78028747
0.0815030182199194,60.84599589
0.0815030182199194,61.01026694
0.0815030182199194,61.07597536
0.0815030182199194,61.2073922
0.0815030182199194,61.24024641
0.0815030182199194,61.40451745
0.0815030182199194,61.43737166
0.0815030182199194,61.47022587
0.0815030182199194,61.63449692
0.0815030182199194,61.66735113
0.0815030182199194,61.96303901
0.0815030182199194,62.35728953
0.0815030182199194,62.42299795
0.0815030182199194,62.58726899
0.0815030182199194,62.6201232
0.0815030182199194,62.65297741
0.0815030182199194,62.85010267
0.0815030182199194,63.04722793
0.0815030182199194,63.3100616
0.0815030182199194,63.50718686
0.0815030182199194,63.54004107
0.0815030182199194,63.70431211
0.0815030182199194,63.73716632
0.0815030182199194,63.96714579
0.0815030182199194,64.19712526
0.0815030182199194,64.42710472
0.0815030182199194,64.65708419
0.0815030182199194,64.72279261
0.0815030182199194,64.85420945
0.0815030182199194,64.88706366
0.0815030182199194,65.14989733
